4.76	0.39
4.63	0.31
2.64	0.35
2.78	0.31
3.77	0.23
3.77	0.23
4.96	0.2
4.96	0.2
5.75	0.2
2.64	0.35
2.78	0.31
3.77	0.23
