4.56	0.23
5.49	0.31
5.16	0.47
4.69	0.43
4.16	0.55
3.7	0.55
3.64	0.51
4.69	0.51
3.24	0.51
1.72	0.51
3.540365149	0.51
0.86	0.55
1.65	0.63
2.31	0.66
5.95	0.66
5.68	0.82
3.540365149	0.82
2.97	0.78
1.12	0.74
5.16	0.74
4.16	0.78
5.29	0.7
5.55	0.74
5.09	0.7
6.02	0.78
5.88	0.82
5.02	0.98
2.91	1.13
0.93	1.09
1.52	0.9
2.18	0.7
1.92	0.74
2.31	0.7
1.65	0.63
0.07	0.55
3.540365149	0.51
3.540365149	0.47
4.1	0.43
4.23	0.43
4.36	0.39
4.03	0.35
4.03	0.31
2.18	0.27
1.45	0.27
1.78	0.23
1.85	0.2
2.12	0.2
2.18	0.16
3.540365149	0.16
3.540365149	0.16
0.99	0.12
1.59	0.12
1.72	0.12
2.78	0.08
3.540365149	0.12
3.540365149	0.12
3.31	0.12
4.56	0.12
4.56	0.18
3.7	0.23
5.68	0.35
5.75	0.43
5.62	0.39
7.21	0.51
4.1	0.51
6.68	0.74
6.41	0.74
3.540365149	0.466213638
5.95	0.78
6.74	0.82
7.07	0.86
8.86	0.98
8.79	1.13
8.39	1.25
8.73	1.52
8.79	1.64
7.73	1.37
7.01	1.33
7.47	1.25
4.43	1.09
4.63	0.98
4.76	0.82
3.540365149	0.466213638
2.91	0.63
5.82	0.66
4.76	0.66
2.05	0.63
2.91	0.59
2.45	0.59
0.53	0.59
1.72	0.51
0.26	0.47
0.93	0.43
4.03	0.43
3.31	0.43
1.26	0.39
0.13	0.35
3.540365149	0.466213638
3.540365149	0.35
3.540365149	0.35
1.98	0.27
3.540365149	0.27
2.64	0.23
2.84	0.23
2.58	0.23
2.31	0.2
2.58	0.16
3.540365149	0.16
1.52	0.16
3.37	0.16
3.37	0.16
0.07	0.12
2.71	0.466213638
2.78	0.12
3.31	0.16
3.83	0.16
3.83	0.16
1.45	0.31
2.05	0.31
1.32	0.35
1.32	0.35
4.43	0.27
4.3	0.31
3.77	0.27
2.38	0.27
4.49	0.23
5.22	0.35
5.22	0.35
5.09	0.35
3.9	0.43
1.85	0.51
1.52	0.51
5.42	0.55
7.01	0.7
6.74	0.82
5.75	0.82
7.4	0.9
6.87	0.9
8	1.02
8.53	1.02
10.31	1.02
9.45	1.29
9.98	1.25
9.06	1.33
9.92	1.52
10.11	1.72
9.78	1.68
12.43	1.91
10.51	1.68
9.65	1.6
9.98	1.52
8.99	1.45
8.99	1.29
8.39	1.25
6.35	1.13
6.08	1.02
5.22	0.98
0.4	0.9
1.06	0.82
1.39	0.9
1.26	0.74
2.25	0.74
0.93	0.7
1.32	0.7
3.97	0.63
4.1	0.7
4.1	0.7
3.9	0.78
4.56	0.78
4.83	0.82
4.1	0.9
3.83	0.94
2.78	0.98
5.29	1.05
1.52	0.94
2.78	0.82
2.78	0.7
3.11	0.63
2.25	0.55
2.12	0.51
0.86	0.47
1.32	0.47
0.99	0.47
2.64	0.51
1.85	0.43
2.58	0.39
0.13	0.43
0.66	0.39
1.98	0.35
2.91	0.39
3.31	0.39
3.11	0.35
2.51	0.35
1.85	0.31
1.59	0.27
1.06	0.27
3.540365149	0.23
3.540365149	0.2
3.540365149	0.2
0.99	0.2
3.540365149	0.23
0.07	0.27
2.05	0.23
0.33	0.16
1.39	0.16
1.39	0.12
1.39	0.12
4.43	0.08
2.05	0.12
4.23	0.12
6.74	0.43
5.42	0.39
5.02	0.35
6.74	0.43
5.42	0.39
5.02	0.35
4.3	0.39
3.77	0.35
3.5	0.35
3.11	0.39
2.31	0.35
0.07	0.31
3.540365149	0.35
3.540365149	0.31
0.07	0.31
0.2	0.31
4.16	0.31
2.84	0.31
2.25	0.31
2.05	0.35
2.45	0.27
1.92	0.27
1.65	0.23
2.51	0.23
3.540365149	0.27
1.85	0.23
2.05	0.2
1.72	0.2
2.25	0.16
2.31	0.16
2.25	0.2
1.52	0.2
1.65	0.2
2.25	0.2
3.31	0.2
2.38	0.2
2.18	0.23
1.65	0.23
0.79	0.23
1.39	0.23
1.19	0.23
3.83	0.2
3.44	0.2
4.83	0.16
2.38	0.16
2.97	0.12
3.11	0.12
1.85	0.12
1.26	0.12
0.79	0.12
3.77	0.08
3.77	0.08
2.58	0.27
2.58	0.27
3.9	0.27
3.77	0.35
3.77	0.35
2.38	0.31
4.89	0.31
2.05	0.31
3.04	0.31
1.65	0.31
1.78	0.31
0.07	0.35
0.66	0.31
1.78	0.31
3.540365149	0.31
0.07	0.27
0.2	0.27
3.540365149	0.31
1.72	0.27
0.79	0.23
1.65	0.23
2.91	0.2
3.5	0.2
4.43	0.2
3.77	0.23
3.77	0.23
4.3	0.2
1.26	0.2
1.39	0.2
3.540365149	0.23
3.540365149	0.51
3.540365149	0.78
3.540365149	0.78
6.94	1.09
8.06	1.09
7.14	0.98
8.2	1.09
8.73	1.09
9.65	1.13
8.66	1.09
8.46	1.09
8.79	1.05
8.33	0.9
7.6	0.9
6.94	0.78
9.06	0.82
8.86	0.86
9.45	0.82
8	1.02
3.540365149	0.466213638
4.83	1.17
8.59	1.52
9.78	1.6
14.08	1.72
12.76	1.64
10.05	1.56
9.39	1.37
9.32	1.25
10.25	1.25
10.11	1.21
9.39	1.13
8.26	1.02
7.87	0.94
6.81	0.98
3.540365149	0.466213638
3.83	0.94
5.55	0.9
5.02	0.9
7.87	1.02
7.67	1.02
7.34	1.05
7.47	0.98
8.53	1.09
7.93	1.17
5.29	1.13
6.08	1.29
5.09	1.29
5.62	1.29
6.81	1.13
5.29	1.02
2.45	0.82
1.32	0.66
2.45	0.55
2.84	0.51
0.73	0.43
2.12	0.43
1.12	0.43
2.12	0.47
1.72	0.47
2.12	0.51
2.58	0.47
3.37	0.39
3.83	0.35
4.23	0.27
1.72	0.47
2.12	0.51
2.78	0.23
0.93	0.23
0.33	0.23
1.32	0.16
2.58	0.16
3.83	0.35
4.23	0.27
5.42	0.23
5.29	0.23
2.58	0.16
3.83	0.35
4.23	0.27
2.64	0.16
2.64	0.16
2.05	0.12
2.12	0.51
2.58	0.47
3.37	0.39
3.83	0.35
4.23	0.27
1.72	0.47
2.12	0.51
2.78	0.23
0.93	0.23
0.33	0.23
1.32	0.16
2.58	0.16
3.83	0.35
4.23	0.27
5.42	0.23
5.29	0.23
2.58	0.16
3.83	0.35
4.23	0.27
2.64	0.16
2.64	0.16
12.43	0.78
13.09	0.82
14.41	1.02
11.7	1.09
10.38	0.98
11.3	0.98
9.92	0.94
9.32	0.74
8.46	0.78
8.13	0.66
8.59	0.59
7.34	0.51
6.68	0.55
9.52	0.59
11.11	0.74
9.72	0.66
9.98	0.66
11.5	0.7
11.63	0.74
12.03	0.74
1.72	0.47
2.12	0.51
2.58	0.47
3.37	0.39
3.83	0.35
4.23	0.27
1.72	0.47
2.12	0.51
2.78	0.23
0.93	0.23
0.33	0.23
1.32	0.16
2.58	0.16
3.83	0.35
4.23	0.27
5.42	0.23
5.29	0.23
2.58	0.16
3.83	0.35
4.23	0.27
2.64	0.16
2.64	0.16
2.05	0.12
2.12	0.51
4.43	0.35
1.72	0.31
2.38	0.27
0.73	0.23
3.5	0.23
3.9	0.23
3.57	0.2
2.38	0.16
0.13	0.12
2.58	0.12
1.06	0.12
3.540365149	0.12
2.18	0.12
3.7	0.16
2.91	0.12
2.38	0.12
1.59	0.12
1.59	0.12
1.65	0.12
0.26	0.12
0.86	0.12
3.540365149	0.08
0.93	0.08
0.13	0.08
0.73	0.08
2.84	0.08
3.24	0.08
2.97	0.12
3.64	0.2
4.16	0.2
3.04	0.2
1.72	0.16
0.86	0.16
3.17	0.16
1.65	0.16
1.39	0.16
3.77	0.12
1.72	0.12
0.73	0.12
1.59	0.12
4.43	0.35
1.72	0.31
2.38	0.27
0.73	0.23
3.5	0.23
3.9	0.23
3.57	0.2
2.38	0.16
0.13	0.12
2.58	0.12
1.06	0.12
3.540365149	0.12
2.18	0.12
3.7	0.16
2.91	0.12
2.38	0.12
1.59	0.12
1.59	0.12
1.65	0.12
0.26	0.12
0.86	0.12
3.540365149	0.08
0.93	0.08
0.13	0.08
0.73	0.08
2.84	0.08
3.24	0.08
2.97	0.12
3.64	0.2
4.16	0.2
3.04	0.2
1.72	0.16
0.86	0.16
3.17	0.16
1.65	0.16
1.39	0.16
3.77	0.12
9.39	0.12
9.85	0.12
6.28	0.47
4.83	0.43
1.98	0.35
0.46	0.31
1.45	0.27
2.71	0.27
3.540365149	0.2
1.52	0.2
3.540365149	0.23
0.79	0.2
2.45	0.2
4.03	0.16
5.75	0.16
4.23	0.16
0.4	0.16
3.37	0.27
3.64	0.27
3.04	0.27
0.99	0.31
1.52	0.27
1.85	0.35
0.93	0.31
0.07	0.27
1.06	0.27
0.4	0.23
0.26	0.23
3.540365149	0.23
2.31	0.2
0.93	0.23
2.78	0.23
2.97	0.16
4.1	0.16
2.58	0.16
3.24	0.12
2.38	0.12
3.97	0.08
1.32	0.12
3.540365149	0.12
3.540365149	0.12
3.540365149	0.12
3.540365149	0.12
0.4	0.27
0.86	0.55
1.65	0.66
0.13	0.7
2.31	0.7
0.59	0.66
1.12	0.63
2.25	0.466213638
2.18	0.47
3.540365149	0.43
3.540365149	0.35
2.05	0.31
4.63	0.27
4.36	0.27
5.88	0.2
6.54	0.2
4.96	0.23
5.42	0.2
3.9	0.2
2.25	0.16
0.33	0.16
0.59	0.16
0.26	0.16
8.33	0.12
9.06	0.12
10.31	0.27
8.92	0.55
8.92	0.66
10.05	0.7
9.06	0.7
9.25	0.66
9.58	0.63
9.06	0.466213638
9.25	0.47
10.31	0.43
9.98	0.35
8.86	0.31
8.73	0.27
9.12	0.27
8.66	0.2
9.32	0.2
5.75	0.23
2.78	0.2
8.59	0.2
8.73	0.16
8.66	0.16
6.81	0.16
8.26	0.16
12.43	0.78
13.09	0.82
14.41	1.02
11.7	1.09
10.38	0.98
11.3	0.98
9.92	0.94
9.32	0.74
8.46	0.78
8.13	0.66
8.59	0.59
7.34	0.51
6.68	0.55
9.52	0.59
11.11	0.74
9.72	0.66
9.98	0.66
11.5	0.7
11.63	0.74
12.03	0.74
0.2	0.12
11.11	0.74
9.72	0.66
9.98	0.66
11.5	0.7
11.63	0.74
12.03	0.74
0.2	0.12
2.71	0.12
3.540365149	0.466213638
3.44	0.12
4.16	0.16
2.97	0.16
4.16	0.16
2.97	0.16
5.16	0.16
4.3	0.27
4.3	0.27
8.73	0.55
7.47	0.66
8	0.7
7.34	0.7
9.19	0.66
6.48	0.63
3.540365149	0.466213638
6.28	0.47
4.83	0.43
1.98	0.35
0.46	0.31
1.45	0.27
2.71	0.27
3.540365149	0.2
1.52	0.2
3.540365149	0.23
0.79	0.2
2.45	0.2
4.03	0.16
5.75	0.16
4.23	0.16
0.4	0.16
8.13	0.55
9.25	0.63
8.33	0.59
8.53	0.55
8.13	0.55
9.25	0.63
8.33	0.59
8.53	0.55
8.53	0.55
10.25	0.74
10.44	0.66
11.3	0.74
8.92	0.55
6.68	0.47
8.92	0.55
9.85	0.47
9.85	0.47
8.92	0.55
6.68	0.47
8.13	0.51
8.13	0.51
11.44	0.63
11.63	0.7
11.63	0.7
12.43	0.78
13.09	0.82
14.41	1.02
11.7	1.09
10.38	0.98
11.3	0.98
9.92	0.94
9.32	0.74
8.46	0.78
8.13	0.66
8.59	0.59
7.34	0.51
6.68	0.55
9.52	0.59
11.11	0.74
9.72	0.66
9.98	0.66
11.5	0.7
11.63	0.74
12.03	0.74
12.03	0.74
10.58	0.66
9.25	0.59
9.25	0.59
10.51	0.7
8.13	0.7
12.69	0.78
12.36	0.86
10.38	0.94
10.71	0.78
7.34	0.7
2.58	0.63
3.04	0.59
5.22	0.66
4.96	0.55
2.38	0.51
11.63	0.9
11.9	1.99
11.3	2.15
10.51	1.99
7.54	1.8
8.92	1.48
8.79	1.37
10.11	1.33
10.97	1.41
11.24	1.48
9.06	1.41
6.28	1.29
6.74	1.21
7.87	1.21
7.93	1.33
7.93	1.17
9.39	1.33
9.19	1.52
7.27	1.33
6.61	1.37
6.28	1.33
6.41	1.25
5.95	1.13
7.87	1.13
9.25	1.17
9.39	1.21
6.15	0.98
1.45	0.86
0.26	0.78
3.37	0.63
1.32	0.59
0.2	0.59
1.32	0.51
4.56	0.51
2.25	0.47
7.14	0.43
5.02	0.7
0.53	0.66
6.94	0.63
9.32	0.63
9.32	0.74
9.72	0.94
9.85	1.37
10.51	1.6
12.49	1.68
12.89	1.8
13.02	1.76
12.56	1.95
11.5	1.6
8.2	1.37
8.33	1.21
8.26	1.05
8.26	1.05
10.97	0.94
9.58	0.9
8.86	0.82
9.06	0.78
9.72	0.74
9.92	0.78
8.59	0.74
7.47	0.74
11.57	1.02
9.72	1.09
10.51	0.98
9.85	1.37
9.72	1.37
9.25	1.48
8.86	1.52
9.45	1.64
10.31	1.64
10.25	1.72
8.79	1.52
7.4	1.33
2.18	1.25
3.11	1.05
2.97	0.9
0.79	0.74
3.83	0.7
3.11	0.63
3.83	0.59
2.84	0.55
1.98	0.47
1.98	0.43
1.26	0.43
2.25	0.39
2.91	0.35
3.97	0.43
4.03	0.43
4.76	0.43
4.16	0.39
4.1	0.43
4.1	0.39
2.78	0.47
3.04	0.47
3.37	0.39
3.11	0.35
4.43	0.35
1.72	0.31
2.38	0.27
0.73	0.23
3.5	0.23
3.9	0.23
3.57	0.2
2.38	0.16
0.13	0.12
2.58	0.12
1.06	0.12
3.540365149	0.12
2.18	0.12
3.7	0.16
2.91	0.12
2.38	0.12
1.59	0.12
1.59	0.12
1.65	0.12
0.26	0.12
0.86	0.12
3.540365149	0.08
0.93	0.08
0.13	0.08
0.73	0.08
2.84	0.08
3.24	0.08
2.97	0.12
3.64	0.2
4.16	0.2
3.04	0.2
1.72	0.16
0.86	0.16
3.17	0.16
1.65	0.16
1.39	0.16
3.77	0.12
2.64	0.12
0.73	0.16
4.03	0.16
3.11	0.2
3.17	0.23
0.13	0.2
1.72	0.23
2.51	0.16
2.58	0.2
4.1	0.2
3.9	0.2
4.3	0.27
7.21	0.27
3.57	0.39
1.65	0.43
3.04	0.35
1.59	0.31
1.19	0.31
0.73	0.31
1.78	0.35
2.97	0.31
0.13	0.35
2.05	0.63
1.92	0.51
0.46	0.59
2.91	0.47
3.44	0.47
2.64	0.43
1.19	0.39
0.46	0.35
2.45	0.31
1.45	0.31
0.79	0.27
0.66	0.23
0.86	0.23
0.99	0.2
2.18	0.2
0.99	0.16
0.86	0.16
2.31	0.16
1.45	0.12
1.39	0.12
5.22	0.16
4.3	0.12
3.31	0.12
0.46	0.08
0.33	0.08
0.73	0.08
1.45	0.31
0.79	0.27
0.66	0.23
0.86	0.23
0.99	0.2
2.18	0.2
0.99	0.16
0.86	0.16
2.31	0.16
1.45	0.12
1.39	0.12
5.22	0.16
1.52	0.08
1.06	0.08
0.59	0.08
0.73	0.08
2.05	0.08
1.26	0.08
2.84	0.08
2.45	0.04
1.45	0.31
0.79	0.27
0.66	0.23
0.86	0.23
0.99	0.2
2.18	0.2
0.99	0.16
0.86	0.16
2.31	0.16
1.45	0.12
1.39	0.12
5.22	0.16
1.12	0.12
1.52	0.12
1.59	0.08
1.32	0.08
2.05	0.08
3.97	0.08
2.45	0.08
3.7	0.04
1.45	0.31
0.79	0.27
0.66	0.23
0.86	0.23
0.99	0.2
2.18	0.2
0.99	0.16
0.86	0.16
2.31	0.16
1.45	0.12
1.39	0.12
5.22	0.16
1.59	0.27
1.59	0.27
2.78	0.2
2.78	0.2
1.12	0.23
5.42	0.2
4.3	0.2
3.04	0.2
0.86	0.16
3.24	0.12
3.64	0.12
1.12	0.08
3.7	0.08
4.1	0.08
1.06	0.08
1.06	0.08
1.06	0.08
3.44	0.12
3.44	0.12
1.45	0.16
1.45	0.16
1.72	0.2
3.97	0.16
3.44	0.16
3.44	0.16
6.48	0.59
7.21	0.59
5.35	0.39
