3.77	0.23
13.35	0.43
4.69	0.31
4.43	0.27
2.84	0.31
1.25	0.35
-0.34	0.39
5.82	0.59
5.82	0.59
7.67	0.51
2.64	0.39
7.14	0.35
4.23	0.35
0.66	0.31
3.31	0.27
3.5	0.31
3.24	0.31
7.8	0.51
5.09	0.55
3.11	0.51
4.69	0.43
6.21	0.27
3.97	0.35
5.09	0.47
2.05	0.51
1.85	0.47
1.92	0.66
5.42	0.9
7.6	1.02
7.07	1.05
5.88	0.94
5.75	1.02
7.01	0.94
7.87	1.17
9.85	1.52
12.49	1.76
12.36	2.07
11.7	1.88
10.64	1.72
10.05	1.56
10.11	1.52
9.78	1.41
9.19	1.33
7.34	1.21
6.41	1.13
5.75	1.02
5.88	0.94
5.62	0.9
9.65	0.86
9.85	0.78
9.85	0.78
7.4	0.7
5.22	0.66
6.87	0.7
8	0.74
8.46	0.7
10.11	0.78
11.83	1.05
12.82	1.56
12.76	1.68
12.76	1.64
11.17	1.56
10.64	1.33
5.82	1.05
6.81	0.86
9.25	0.82
6.48	0.7
5.49	0.63
6.02	0.59
8	0.66
7.73	0.66
8.86	0.7
7.6	0.7
8	0.7
6.08	0.78
7.54	0.82
8.59	0.82
8.66	0.82
9.19	0.98
1.65	1.05
4.3	0.98
5.16	1.17
3.44	1.09
4.83	1.13
6.08	1.25
5.42	1.29
6.21	1.25
6.02	1.21
6.41	1.17
5.09	1.05
2.12	0.9
0.86	0.82
1.92	0.78
1.19	0.66
4.83	0.55
2.12	0.55
1.92	0.47
3.37	0.43
3.5	0.39
3.04	0.35
3.44	0.27
1.85	0.23
1.98	0.23
2.84	0.2
1.45	0.16
0.46	0.16
1.85	0.16
1.59	0.12
1.59	0.12
1.45	0.2
3.31	0.16
0.46	0.16
0.53	0.16
1.72	0.16
4.43	0.2
4.43	0.2
4.43	0.2
4.43	0.2
3.24	0.27
3.44	0.23
1.78	0.23
3.540365149	0.27
0.59	0.23
0.59	0.23
3.17	0.2
3.17	0.2
3.17	0.2
5.16	0.16
3.540365149	0.27
0.59	0.23
0.59	0.23
3.17	0.2
7.73	0.55
7.73	0.55
8.73	0.63
7.8	0.66
7.01	0.51
7.67	0.59
6.54	0.63
6.81	0.55
3.44	0.63
3.24	0.55
5.09	0.51
3.44	0.47
3.83	0.43
2.84	0.35
4.03	0.35
2.25	0.35
2.78	0.27
3.57	0.27
4.43	0.27
4.43	0.27
0.93	0.23
0.99	0.2
1.98	0.2
1.12	0.2
1.52	0.16
1.06	0.2
2.51	0.23
4.49	0.2
0.53	0.16
0.53	0.16
2.71	0.2
4.56	0.2
3.24	0.16
3.24	0.16
2.25	0.12
3.37	0.08
2.45	0.08
2.97	0.08
2.97	0.08
3.7	0.08
4.56	0.16
3.7	0.16
1.32	0.2
0.26	0.16
2.71	0.16
3.24	0.23
1.32	0.2
3.64	0.16
1.32	0.12
1.12	0.16
0.59	0.12
2.64	0.16
3.37	0.2
1.85	0.16
1.52	0.16
1.39	0.16
1.39	0.16
1.39	0.16
0.53	0.2
2.05	0.16
1.12	0.12
0.46	0.12
0.86	0.16
2.64	0.2
3.64	0.16
3.540365149	0.16
2.58	0.12
2.18	0.16
